words,spell,correct,frequency
ฺ์,"['ใน', 'มี', 'จะ', 'ไป', 'มา', 'ก็', 'คน', 'ทำ', 'ผม', 'ดี', 'ปี', 'ลง', 'ดู', 'นำ', 'นะ', 'จน', 'หา', 'คำ', 'ใด', 'คง', 'ผล', 'ขอ', 'พอ', 'พบ', 'บน', 'สี', 'ใจ', 'ตน', 'ตา', 'รถ', 'ละ', 'ยา', 'ลด', 'คะ', 'ใบ', 'พา', 'แก', 'นา', 'ที', 'ยก', 'รอ', 'สิ', 'บท', 'จบ', 'อา', 'ไง', 'มิ', 'โต', 'โอ', 'จำ', 'ดำ', 'ตก', 'ชน', 'ซี', 'ไฟ', 'ชา', 'สา', 'ขา', 'เอ', 'ลา', 'ชม', 'รา', 'ศพ', 'นก', 'กา', 'วง', 'สุ', 'สม', 'ฝน', 'อี', 'อะ', 'ลม', 'ซะ', 'ตี', 'ซา', 'ดา', 'ระ', 'หู', 'ไอ', 'คอ', 'ทา', 'วิ', 'กะ', 'วา', 'กฎ', 'แล', 'คา', 'รึ', 'ขน', 'เค', 'พี', 'โร', 'ใส', 'หก', 'ดิ', 'สด', 'บา', 'กด', 'รี', 'จี', 'อก', 'พล', 'ผี', 'กู', 'เซ', 'รส', 'ริ', 'ติ', 'นิ', 'ลิ', 'ทน', 'ไท', 'วี', 'ปา', 'ซิ', 'กร', 'จิ', 'ยู', 'อิ', 'จง', 'โด', 'พร', 'โค', 'ลำ', 'โม', 'อด', 'วะ', 'โน', 'ชิ', 'เร', 'ลบ', 'เจ', 'ปู', 'ลี', 'โท', 'นี', 'โซ', 'ตะ', 'ยะ', 'โล', 'โก', 'กิ', 'เท', 'โย', 'เล', 'เม', 'บี', 'ธิ', 'จา', 'คม', 'เห', 'เน', 'นม', 'ชู', 'สบ', 'รู', 'ไร', 'งง', 'รบ', 'ฮะ', 'มะ', 'ยศ', 'นุ', 'คบ', 'พิ', 'งบ', 'หน', 'ซู', 'ไซ', 'ดุ', 'จด', 'เฮ', 'ไว', 'ยุ', 'สะ', 'ธี', 'ปน', 'สน', 'ญา', 'ตบ', 'อร', 'ทะ', 'วร', 'อุ', 'จอ', 'ฮา', 'ไต', 'จม', 'เด', 'รำ', 'ขำ', 'หอ', 'ทอ', 'วน', 'งู', 'นพ', 'ภู', 'ออ', 'ลอ', 'ภา', 'ชล', 'บ่', 'โบ', 'งา', 'ทิ', 'บก', 'คิ', 'ภพ', 'โจ', 'ชี', 'กุ', 'ฝา', 'จู', 'เก', 'ปก', 'กำ', 'ไม', 'เต', 'กก', 'เพ', 'ทร', 'ธน', 'ธง', 'ณา', 'กฏ', 'บู', 'ปะ', 'กี', 'ยง', 'เว', 'คุ', 'ได', 'ฮิ', 'ไล', 'โฮ', 'บุ', 'อบ', 'กอ', 'โป', 'เบ', 'หึ', 'ฟู', 'ลู', 'ไฮ', 'ดง', 'ปิ', 'รก', 'งด', 'กล', 'อม', 'ภิ', 'มน', 'พก', 'กบ', 'จุ', 'คี', 'สู', 'กง', 'รด', 'สึ', 'ซุ', 'สห', 'โช', 'มู', 'สร', 'ษา', 'ดม', 'ทู', 'ธา', 'แพ', 'ตำ', 'ไข', 'ไบ', 'คู', 'หด', 'ณี', 'เช', 'โพ', 'ถู', 'โส', 'โห', 'แค', 'รุ', 'เส', 'ใย', 'อู', 'ตุ', 'ผง', 'มด', 'อง', 'บิ', 'งอ', 'แอ', 'ปม', 'ปอ', 'ทบ', 'ชง', 'ณุ', 'ยี', 'ผา', 'ยย', 'ฟา', 'ฟี', 'ขะ', 'ชะ', 'ธร', 'ไน', 'แม', 'ยอ', 'ชก', 'ตอ', 'มอ', 'ซอ', 'สอ', 'เป', 'ไพ', 'บะ', 'ฤา', 'เฟ', 'บด', 'ศร', 'รม', 'สง', 'แช', 'รณ', 'ดด', 'ทุ', 'บอ', 'ฟิ', 'อำ', 'ทศ', 'แบ', 'พะ', 'แจ', 'ดะ', 'ฌิ', 'ตู', 'ซน', 'ปร', 'ขม', 'ไถ', 'นู', 'สำ', 'วก', 'ยำ', 'นน', 'ไค', 'เย', 'โถ', 'ถม', 'ษี', 'จร', 'มุ', 'ฮึ', 'นร', 'ไช', 'ถา', 'ฮง', 'ปุ', 'หง', 'พง', 'ขง', 'ตร', 'ยม', 'แห', 'ถก', 'ดก', 'โณ', 'ไห', 'ทย', 'ฟอ', 'แฮ', 'พฤ', 'ตง', 'ผุ', 'ศิ', 'ณะ', 'พู', 'ซบ', 'ฟะ', 'อน', 'ไก', 'โธ', 'ยน', 'ฤท', 'ศา', 'ฏี', 'ชุ', 'ฝี', 'มล', 'แป', 'โว', 'ชว', 'แง', 'นอ', 'สว', 'รง', 'โฟ', 'มร', 'แด', 'ษณ', 'โผ', 'ฉะ', 'คด', 'มก', 'กฤ', 'ทด', 'สก', 'ขบ', 'โง', 'สต', 'หะ', 'ฮู', 'ผู', 'นว', 'ฐา', 'ไส', 'ณิ', 'ขด', 'โข', 'ดล', 'ซึ', 'นค', 'นง', 'ลก', 'มณ', 'วอ', 'แฉ', 'งะ', 'คร', 'ภี', 'วู', 'ฐิ', 'แฟ', 'งก', 'นฤ', 'ฮี', 'รน', 'แน', 'ลุ', 'ษิ', 'เข', 'ตด', 'พุ', 'งม', 'ซด', 'คล', 'พณ', 'ภะ', 'แว', 'สค', 'จก', 'ทง', 'ศก', 'รย', 'มม', 'ซำ', 'โฆ', 'ให', 'ฉก', 'แส', 'จจ', 'ศุ', 'หุ', 'ปง', 'ถะ', 'ไฝ', 'ษร', 'นภ', 'แซ', 'แต', 'ตม', 'ๆๆ', 'โญ', 'ฮก', 'อส', 'ไย', 'บบ', 'ยล', 'แข', 'หิ', 'ยิ', 'อึ', 'นซ์', 'ถุ', 'บล', 'ดอ', 'กน', 'นล', 'ผะ', 'ศะ', 'ซก', 'โภ', 'งำ', 'ฟุ', 'คต', 'อป', 'ฏา', 'ถิ', 'ลน', 'บง', 'มห', 'ฬา', 'ถี', 'ชำ', 'ขุ', 'โฉ', 'ไผ', 'ดร', 'ฟก', 'ฉี', 'มง', 'ภว', 'รพ', 'ยต', 'ธะ', 'ปด', 'พน', 'ทม', 'นท', 'ญะ', 'ยว', 'ไจ', 'แร', 'ซง', 'อว', 'ภค', 'เธ', 'สต์', 'ซม', 'มำ', 'ฮอ', 'ผิ', 'เง', 'ฑุ', 'นด', 'รท', 'มท', 'ฉา', 'ญี', 'ฏิ', 'จย', 'หล', 'สป', 'คช', 'กม', 'ฏร', 'ษะ', 'กช', 'ทส', 'เภ', 'ดน', 'เฉ', 'ตย', 'ฬี', 'ฤต', 'ศอ', 'กต', 'กษ', 'ผด', 'อล', 'ฑิ', 'ลล', 'คณ', 'ศี', 'หร', 'ไศ', 'จล', 'รว', 'กค', 'ถึ', 'วุ', 'ฎิ', 'ทก', 'ลว', 'บร', 'ลท', 'ฤๅ', 'ไธ', 'ชย', 'วล', 'งิ', 'หม', 'แย', 'รต', 'ญอ', 'มฤ', 'ฅน', 'ธอ', 'ใช', 'อพ', 'ฎา', 'วว', 'ธม', 'ปต', 'ถง', 'ศู', 'ภร', 'โศ', 'สถ', 'ฮน', 'ณพ', 'ฒิ', 'ศต', 'ฑี', 'มย', 'นส', 'ขี', 'ธุ', 'สพ', 'นย', 'แท', 'หำ', 'บำ', 'คห', 'ลป', 'ฌุ', 'ศึ', 'ศว', 'บม', 'ใต', 'เถ', 'นบ', 'ผก', 'รณ์', 'ฑะ', 'ฏะ', 'ญญ', 'ใข', 'ฌา', 'สย', 'ฟง', 'รค', 'ฬิ', 'ฏก', 'ศล', 'ฎี', 'ฑา', 'ฒา', 'ชร', 'อภ', 'รร', 'ชอ', 'ฝู', 'ไภ', 'พจ', 'อค', 'รศ', 'วจ', 'ฤก', 'ฆา', 'พช', 'ใร', 'ดบ', 'ปฏ', 'ขร', 'ยพ', 'โฌ', 'ฐี', 'ฉง', 'ยบ', 'รช', 'ฉุ', 'ลพ', 'นต', 'ภุ', 'ใค', 'อร์', 'นท์', 'ลส', 'ดค', 'วส', 'ยส', 'คก', 'รป', 'สฤ', 'ดส', 'ตล', 'คฤ', 'ถน', 'แถ', 'งน', 'ใป', 'ตถ', 'สส', 'คึ', 'มต', 'ดต', 'ทท', 'ชด', 'เศ', 'บถ', 'พต', 'เผ', 'พย', 'งี', 'ญุ', 'ตึ', 'ธู', 'ใม', 'ขิ', 'ตต', 'โฑ', 'งุ', 'ฆต', 'ฆะ', 'สภ', 'พด', 'ฉิ', 'ยด', 'ธำ', 'สล', 'ษย์', 'ทฤ', 'สท', 'จึ', 'ฎะ', 'นจ์', 'ญิ', 'ทน์', 'มค', 'ฉม', 'ฆพ', 'ใก', 'รจ', 'ศม', 'ษล', 'สช', 'วม', 'ศง', 'พม', 'ใอ', 'มึ', 'กท', 'พำ', 'ชบ', 'อว์', 'ศย', 'กร์', 'เณ', 'ณู', 'ทพ', 'ษณ์', 'ตจ', 'มบ', 'หบ', 'ธพ', 'รฐ', 'ษฏ', 'พศ', 'บช', 'ฑล', 'อห', 'ปฤ', 'ษษ', 'กศ', 'ปล', 'ฌู', 'ชญ', 'ไฉ', 'งพ', 'ภม', 'ทึ', 'ขณ', 'ยท', 'ฮุ', 'ฝึ', 'ทว', 'ศศ', 'บส', 'ษย', 'ฮำ', 'ภอ', 'วด', 'ปป', 'ฃา', 'ปท', 'ธต', 'ญู', 'ฐก', 'ดช', 'ฝง', 'ฐช', 'ษส', 'กจ', 'วบ', 'ถด', 'ดป', 'ฑู', 'วต', 'ถอ', 'ฐะ', 'หี', 'ยป', 'ษน', 'ชท', 'ปฐ', 'ทล', 'แผ', 'ฦๅ', 'ญจ', 'จส', 'ชค', 'ลภ', 'ซซ', 'วณ', 'ตป', 'สจ', 'ดึ', 'ฎร', 'ทป', 'มฆ', 'ฉู', 'ษฎ', 'งค์', 'ภณ', 'ใผ', 'คล์', 'ดท', 'ฟม', 'บค', 'ลช', 'ถร', 'ฟต', 'ไฆ', 'ฎก', 'ษก', 'รภ', 'งค', 'ฃร', 'บญ', 'ฆิ', 'อช', 'มจ', 'กพ', 'นึ', 'จพ', 'ฉน', 'ยึ', 'ธป', 'ผน', 'รห', 'นส์', 'ผบ', 'ขต', 'ฟส์', 'คค', 'ฝุ', 'ฐุ', 'นจ', 'เฌ', 'ลต', 'หฤ', 'มส', 'ลึ', 'คพ', 'ฉอ', 'ภก', 'ฮด', 'คศ', 'ชช', 'อค์', 'ลล์', 'ใล', 'ฐน', 'บต', 'ถำ', 'ปำ', 'ดจ', 'อญ', 'รย์', 'ณณ', 'ตค', 'ปจ', 'ฝฎ', 'ชึ', 'พส', 'งึ', 'คญ', 'ตส', 'ยค', 'ทค', 'ฃศ', 'ฟฎ', 'ฆู', 'ปบ', 'ฦา', 'พย์', 'วพ', 'อท', 'ฮฮ', 'ใพ', 'กึ', 'คภ', 'พท', 'ขช', 'คส์', 'คท', 'ใฝ', 'ปญ', 'ณฑ์', 'ฟด', 'ธณ', 'อง์', 'ฦก', 'ณก', 'ฌะ', 'ธช', 'ฏร์', 'เญ', 'บศ', 'ฃด', 'กส', 'ญบ', 'ปณ', 'ณำ', 'ภบ', 'นต์', 'ฉบ', 'จท', 'ฝะ', 'อจ', 'ตฤ', 'ษม', 'ณญ', 'งศ์', 'เฃ', 'ฃี', 'ษุ', 'วช', 'ดพ', 'รท์', 'ฑพ', 'สญ', 'ฆี', 'ภน', 'อฏ', 'ลร์', 'สท์', 'ตส์', 'ขย์', 'ฑป', 'นข', 'ทซ์', 'ขจ', 'ฃง', 'ยร', 'ตช', 'ฃณ', 'ศน', 'ดท์', 'ศค', 'ธก', 'ญง', 'ตย์', 'ภท', 'ขก', 'หค', 'ทฏ', 'ญถ', 'ปส', 'ฒน', 'ผอ', 'สส์', 'ผำ', 'โษ', 'ปถ', 'ธฤ', 'ใท', 'ทท์', 'ฮม', 'จว์', 'ขค', 'ฆุ', 'กญ', 'ฯฯ', 'วล์', 'ภช', 'ฐณ', 'ฟล', 'ตช์', 'ฝิ', 'ฎน', 'ฉล', 'ชต', 'บจ', 'ฃล', 'ธธ', 'ปช', 'ห่', 'ษบ', 'รล', 'ฌน', 'กษ์', 'มช', 'ฉท', 'สศ', 'ษต', 'ชพ', 'คส', 'ทส์', 'วท', 'แธ', 'ปค', 'ธึ', 'ษฐ์', 'งศ', 'ยค์', 'พึ', 'ขู', 'ฌช', 'วง์', 'ฟร์', 'มพ', 'ธบ', 'ดส์', 'แภ', 'ฬห', 'ปพ', 'สค์', 'งห์', 'ฏฏ', 'ฅอ', 'ฝบ', 'ฝก', 'แศ', 'วค', 'ษท', 'ฒง', 'ภส', 'ลค', 'นด์', 'ผท', 'ฝด', 'ผส', 'ฝจ', 'พฎ', 'วด์', 'พค', 'ภฤ', 'ผจ', 'ฝง์', 'หห', 'สฐ', 'จช', 'จณ', 'ปึ', 'เฝ', 'ผึ', 'งช', 'ฃน', 'สณ', 'โฐ', 'ฌล', 'ลด์', 'ฌด', 'มณ์', 'ฐฏ์', 'รส์', 'ฎง', 'วป', 'ฅญ', 'ลณ', 'ฑร', 'ธณ์', 'ศภ', 'รญ', 'ธล', 'ตพ', 'งล', 'จต', 'ษจ', 'ศร์', 'ฟจ', 'ฟน', 'บึ', 'ถป', 'ตค์', 'ฎณ', 'ตศ', 'จญ', 'ศท', 'ญก', 'ฃอ', 'โฒ', 'ฬก', 'ถบ', 'ชส', 'ถว', 'ณต', 'ใศ']",ใน,4
เพือ,['เพือ'],เพือ,3
ริ้อ,"['รื้อ', 'ริ้ว', 'ริ้น', 'ร้อ']",รื้อ,3
นั่งร้าน,['นั่งร้าน'],นั่งร้าน,19
จารบี,"['จารี', 'จาระบี']",จารี,16
รั่ง,['รั่ง'],รั่ง,2
ก,"['ก็', 'แก', 'ยก', 'ตก', 'นก', 'กา', 'กะ', 'กฎ', 'หก', 'กด', 'อก', 'กู', 'กร', 'โก', 'กิ', 'บก', 'กุ', 'เก', 'ปก', 'กำ', 'กก', 'กฏ', 'กี', 'กอ', 'รก', 'กล', 'พก', 'กบ', 'กง', 'ชก', 'วก', 'ถก', 'ดก', 'ไก', 'มก', 'กฤ', 'สก', 'ลก', 'งก', 'จก', 'ศก', 'ฉก', 'ฮก', 'กน', 'ซก', 'ฟก', 'กม', 'กช', 'กต', 'กษ', 'กค', 'ทก', 'ผก', 'ฏก', 'ฤก', 'คก', 'กท', 'ใก', 'กศ', 'กจ', 'ฐก', 'กพ', 'ษก', 'ฎก', 'ภก', 'กึ', 'กส', 'ณก', 'ฦก', 'ขก', 'ธก', 'กญ', 'ญก', 'ฬก', 'ฝก']",ก็,3
สุด,['สุด'],สุด,3
บอก,['บอก'],บอก,7
จราจร,['จราจร'],จราจร,2
ตั้งหน้า,['ตั้งหน้า'],ตั้งหน้า,40
เฟรม,['เฟรม'],เฟรม,2
ระ,['ระ'],ระ,5
บาน,['บาน'],บาน,3
รถกระบะ,['กระบะ'],กระบะ,3
อุปกรณ์,['อุปกรณ์'],อุปกรณ์,22
